"date";age_10;age_15;age_20;age_25;age_30;age_35;age_40;age_45;age_50;age_55;age_60;age_65;age_70;male;female;bc_100000003275;bc_100000003282;bc_100000003299;bc_100000003305;bc_100000003312;bc_100000003329;bc_100000003336;bc_100000003343;bc_100000003350;bc_100000003367;bc_100000003374;bc_100000003381;bc_100000003398;bc_100000003404;bc_100000003411;bc_100000003428;bc_100000003435;bc_100000003459;bc_100000003466;bc_100000003473;bc_100000003480;bc_100000003497;bc_100000003503;bc_100000003510;bc_100000003527;bc_100000003534;bc_100000003541;bc_100000003558;bc_100000003565;bc_100000003572;bc_100000003589;bc_100000003596;bc_100000003602;bc_100000003619;bc_100000003626;bc_100000003633;bc_100000003640;bc_100000003664;bc_100000003671;bc_100000003725;bc_100000003732;bc_100000003756;bc_100000003763;bc_100000003770;bc_100000003787;bc_100000003800;bc_100000003817;bc_100000003824;bc_100000003862;bc_100000003978;bc_100000003985;bc_100000003992;bc_100000004005;bc_100000004012;bc_100000004029;bc_100000004050;bc_100000004067;bc_100000004074;bc_100000004081;bc_100000004098;bc_100000004104;bc_100000004111;bc_100000004128;bc_100000004135;bc_100000004142;bc_100000004159;bc_100000004166;bc_100000004173;bc_100000004180;bc_100000004197;bc_100000004203;bc_100000004210;bc_100000004227;bc_100000004234;bc_100000004258;bc_100000004265;bc_100000004272;bc_100000004289;bc_100000004296;bc_100000004302;bc_100000004319;bc_100000004326;bc_100000004333;bc_100000004340;bc_100000004357;bc_100000004364;bc_100000004371;bc_100000004388;bc_100000004395;bc_100000004401;bc_100000004425;bc_100000004432;bc_100000004449;bc_100000004456;bc_100000004470;bc_100000004487;bc_100000004494;bc_100000004616;bc_100000004623;bc_100000004630;bc_100000004647;bc_100000004654;bc_100000004661;bc_100000004678;bc_100000004685;bc_100000004692;bc_100000004708;bc_100000004715;bc_100000004722;bc_100000004739;bc_100000004753;bc_100000004760;bc_100000004777;bc_100000004784;bc_100000004791;bc_100000004807;bc_100000004814;bc_100000004821;bc_100000004838;bc_100000004845;bc_100000004869;bc_100000004876;bc_100000004883;bc_100000004890;bc_100000004906;bc_100000004913;bc_100000004937;bc_100000004944;bc_100000004951;bc_100000004968;bc_100000004975;bc_100000004982;bc_100000004999;bc_100000005002;bc_100000005019;bc_100000005026;bc_100000005040;bc_100000005057;bc_100000005064;bc_100000005071;bc_100000005095;bc_100000005101;bc_100000005118;bc_100000005125;bc_100000005132;bc_100000005149;bc_100000005156;bc_100000005163;bc_100000005170;bc_100000005187;bc_100000005194;bc_100000005200;bc_100000005248;bc_100000005323;bc_100000005347;bc_100000005354;bc_100000005361;bc_100000005378;bc_100000005385;bc_100000005392;bc_100000005415;bc_100000005422;bc_100000005446;bc_100000005453;bc_100000005460;bc_100000005477;bc_100000005514;bc_1235;bc_1236;bc_1238;bc_1239;bc_1240;bc_1241;bc_1243;bc_1244;bc_1245;bc_1246;bc_1247;bc_1248;bc_1249;bc_1254;bc_1260
"2018-10-26";2;2;5;12;22;24;14;9;3;2;2;0;2;41;58;10;8;5;4;1;4;0;0;1;0;1;0;0;0;0;0;5;3;0;1;4;3;5;5;1;0;2;16;1;8;0;0;0;0;0;7;0;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;6;29;16;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;7;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;3;1;1;1;3;0;0;0
"2018-10-27";7;11;11;6;14;12;15;4;2;1;0;0;0;52;31;6;7;3;2;0;1;0;1;2;0;3;1;0;0;4;0;1;3;0;2;4;5;1;0;0;0;0;7;0;4;1;0;0;0;0;6;0;4;11;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;7;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;3;2;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;0;0;0;0;1;0;0;0
"2018-10-29";3;0;6;10;17;18;21;12;6;2;3;1;0;28;71;8;5;1;3;0;0;0;0;1;0;0;0;1;0;3;7;4;0;1;1;0;6;1;2;0;1;0;7;2;1;1;0;0;0;0;0;1;5;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;16;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;2;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;1;0;0;0;0;2;1;0;0
"2018-10-30";1;2;5;12;15;16;11;7;2;1;0;1;0;21;52;4;2;4;1;0;0;0;0;6;0;2;0;0;0;0;1;1;1;0;0;2;3;1;1;0;0;0;7;1;1;1;0;0;0;0;3;0;5;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;4;17;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;5;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;1;1;0;0;0
"2018-10-31";2;3;4;11;24;21;10;8;7;3;0;0;0;17;76;9;11;2;3;1;2;0;1;2;1;1;0;0;0;1;0;3;0;0;1;2;7;1;5;2;3;6;7;0;3;1;0;0;0;0;9;1;10;34;2;1;0;0;0;0;2;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7;19;11;0;0;5;0;0;0;0;0;0;1;1;1;1;0;1;2;0;7;0;1;0;8;0;0;0;0;1;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;1;0;0;2;1;1;1;1;0;0;0
"2018-11-02";2;1;7;7;15;13;13;8;1;2;1;1;0;28;43;1;4;3;1;0;0;1;2;1;0;1;0;0;0;0;0;0;1;0;0;4;1;1;1;0;1;0;5;0;0;1;0;0;0;0;2;0;2;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;16;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;7;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;2;0;0;0
"2018-11-03";11;0;6;7;16;8;5;4;1;0;1;0;0;29;30;4;3;6;4;1;1;0;0;0;0;1;1;1;0;3;0;2;1;1;0;3;1;0;1;0;2;2;4;0;2;1;0;0;0;0;8;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;1;0;0;0
"2018-11-05";0;2;4;13;16;20;15;7;2;0;1;0;0;18;62;4;3;3;4;1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;3;2;0;0;0;1;7;1;2;0;0;0;0;0;5;0;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;17;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;5;1;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;2;0;0;0
"2018-11-06";3;3;3;15;18;18;11;5;4;1;0;0;0;34;47;11;13;1;6;2;3;2;1;1;0;1;0;0;0;2;3;3;5;3;2;6;5;3;1;0;1;5;12;0;3;4;0;0;0;0;13;0;7;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;13;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;6;1;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;4;0;0;1;0;1;0;2;1;0;0
"2018-11-07";2;3;5;15;16;20;12;3;3;1;0;0;0;25;55;12;11;7;4;0;3;1;2;3;0;1;3;1;0;8;1;8;2;0;1;3;5;1;2;0;2;5;21;4;6;7;0;0;0;0;9;0;7;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;8;23;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;5;1;0;0;0;1;3;1;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;0;0;1;1;0;0;1;1;0;0
"2018-11-08";0;3;7;5;19;12;14;6;4;2;0;1;0;37;36;12;7;9;4;0;2;0;2;1;1;1;0;0;0;2;1;3;2;3;3;2;8;1;0;0;1;3;10;0;4;5;0;0;0;0;11;1;8;25;1;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;22;17;0;0;3;0;0;0;0;0;0;0;3;2;1;1;0;1;0;3;0;1;0;10;0;0;0;1;0;8;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;2;0;0;0;5;0;0;0
"2018-11-10";1;2;4;13;12;7;8;1;1;3;0;0;0;17;35;1;1;4;3;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;2;0;1;0;2;0;1;0;3;1;3;2;0;0;0;0;2;0;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0
"2018-11-12";0;3;8;15;23;19;7;1;1;1;1;0;0;42;37;8;13;10;3;0;2;1;1;0;0;2;1;1;0;3;0;0;1;2;0;4;6;1;0;0;1;1;18;2;7;8;0;0;0;0;8;0;7;21;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;17;23;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;1;7;1;5;0;0;0;8;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3;0;4;3;0;0;2;1;1;0;0
"2018-11-13";1;1;1;12;17;20;18;7;5;0;1;0;0;23;60;8;6;8;3;4;0;1;0;2;0;2;1;0;0;1;0;2;2;4;3;6;5;1;2;0;0;1;8;3;7;1;0;0;0;0;11;0;9;30;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;24;11;0;0;1;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;9;1;2;0;0;0;4;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;2;0;0;0
"2018-11-14";3;4;8;14;17;8;14;7;6;2;0;1;0;45;39;16;21;8;8;1;3;1;0;2;0;0;0;2;0;2;0;3;6;2;0;7;8;3;6;0;0;7;17;2;12;4;0;0;0;0;20;0;9;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10;19;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;3;5;3;2;0;1;1;8;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;1;1;1;0;1;1;0;0;0
"2018-11-15";2;0;3;10;9;19;10;4;2;2;0;0;1;19;43;5;9;9;6;4;0;0;3;0;0;4;0;1;0;2;0;1;3;4;2;3;5;1;4;0;0;2;13;5;7;4;0;0;0;0;13;0;3;21;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;8;17;12;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;8;0;1;3;6;1;0;0;0;0;2;0;1;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;2;0;0;1;0;2;0;0;2;0;0
"2018-11-16";1;3;11;18;16;13;16;2;2;3;0;0;0;47;38;13;8;7;7;0;1;0;0;1;0;2;0;0;0;1;0;2;3;0;4;3;4;1;4;0;1;2;10;4;7;2;0;0;0;0;13;2;6;21;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;8;15;11;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;9;0;0;3;4;2;0;0;1;0;3;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;2;1;1;0;0;3;0;0;0
"2018-11-17";8;4;6;4;4;6;0;1;1;0;1;0;0;16;19;2;3;2;2;0;0;0;0;0;1;1;0;0;0;1;0;0;2;1;3;0;0;0;1;0;0;0;4;0;1;2;0;0;0;0;3;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;3;5;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0
"2018-11-19";1;0;5;12;20;12;4;4;3;5;1;0;0;21;46;10;5;8;4;1;1;0;1;1;0;0;0;0;0;2;0;0;2;0;2;1;2;4;1;0;0;5;13;0;5;2;0;0;0;0;16;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;16;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;9;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;27;1;0;0;0;0;1;0;0;0
"2018-11-20";3;2;7;9;21;14;14;5;3;0;0;0;0;31;47;9;11;3;3;1;0;0;1;0;0;1;2;1;0;0;0;1;5;1;1;0;3;0;1;0;0;2;10;1;2;6;0;0;0;0;8;1;2;0;0;0;2;1;0;0;2;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;5;17;9;0;0;0;0;0;1;0;0;0;0;1;2;0;0;2;1;0;1;0;2;2;3;1;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;18;0;1;0;1;0;3;0;0;0
"2018-11-21";1;1;14;14;23;16;11;4;3;1;0;0;0;39;49;10;11;13;7;0;0;0;2;1;0;1;0;0;0;0;0;0;4;1;3;0;7;1;0;0;0;3;19;1;11;3;0;0;0;0;15;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;21;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;1;6;3;1;0;0;1;5;2;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;33;1;3;0;1;0;4;0;0;0
"2018-11-22";1;2;3;14;15;25;17;9;3;1;2;0;0;30;62;10;11;6;7;2;5;0;1;2;0;1;0;0;0;1;1;2;3;1;3;0;8;4;11;0;0;3;20;0;11;2;0;0;0;0;10;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;10;19;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;9;2;0;0;1;1;8;3;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;2;26;0;0;1;0;2;4;0;0;0
"2018-11-23";2;1;1;5;16;26;13;9;3;0;1;0;0;35;42;6;10;7;5;1;1;0;0;0;0;0;0;0;0;1;0;2;7;0;3;0;4;1;1;0;0;1;14;0;7;2;0;0;0;8;2;0;3;0;0;0;0;2;1;0;0;0;1;0;0;1;2;0;0;0;1;0;0;0;0;0;3;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;27;14;0;0;1;0;1;1;1;1;1;0;2;0;0;0;0;0;0;2;0;3;0;9;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;24;0;1;0;1;0;5;1;0;0
"2018-11-24";5;2;7;16;4;9;4;1;0;1;0;0;0;21;28;3;3;3;1;0;0;0;1;0;0;0;0;0;0;1;2;0;3;0;5;0;0;0;0;0;0;2;3;1;4;0;0;0;0;0;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;1;0;1;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;12;10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;17;2;0;0;0;0;0;0;0;0
"2018-11-26";3;1;4;8;19;21;19;7;4;0;0;0;0;26;60;13;1;12;11;3;1;0;0;0;0;0;0;0;0;0;1;0;1;3;3;0;7;1;1;1;0;1;24;0;7;4;0;0;0;0;11;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;20;14;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;10;2;1;0;1;0;15;1;0;0;0;2;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;2;22;0;0;0;0;3;2;0;0;0
"2018-11-27";48;7;13;15;20;26;6;4;2;2;1;2;0;75;71;13;12;9;4;0;0;0;2;0;1;0;2;0;0;2;0;2;4;1;2;2;9;0;0;0;1;0;17;3;11;1;0;0;0;0;18;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;17;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;9;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;19;1;1;0;0;0;2;0;0;0
"2018-11-28";1;1;2;11;16;18;10;6;2;2;1;0;0;29;41;12;10;5;7;1;1;1;2;0;0;0;1;0;0;2;0;1;3;0;1;0;5;1;2;0;1;1;24;1;8;4;0;0;0;0;11;0;5;0;0;0;1;2;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;1;2;0;0;0;1;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;28;13;0;0;3;0;1;0;0;0;0;0;1;3;0;2;0;2;0;7;0;4;0;6;0;1;0;0;0;7;3;0;0;0;0;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;23;2;0;1;0;0;1;1;0;0
"2018-11-29";9;3;5;8;19;17;11;5;5;0;1;0;0;30;53;18;17;9;4;0;1;0;2;3;0;0;0;0;0;5;2;1;3;3;0;1;6;1;2;0;0;3;21;2;10;10;0;0;0;0;6;5;8;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;17;17;0;0;0;0;0;1;0;0;0;0;0;1;2;0;0;2;1;0;0;0;0;7;0;2;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;2;26;1;1;0;0;0;4;0;0;0
"2018-11-30";55;2;12;12;18;16;11;5;2;0;1;0;0;79;55;5;8;3;3;1;0;0;1;1;1;0;0;1;0;0;0;5;6;1;4;5;5;3;3;0;1;1;5;1;5;3;1;0;0;0;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;18;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;3;3;0;0;1;2;5;0;0;0;0;0;0;2;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;3;28;0;1;0;0;0;1;0;0;0
"2018-12-01";51;5;7;11;16;16;4;3;1;0;0;0;0;73;41;5;7;1;2;0;0;0;1;1;0;1;0;0;0;4;0;3;6;0;2;2;2;0;4;0;0;0;5;0;2;4;0;1;0;0;6;0;0;0;2;0;0;2;0;0;1;0;0;0;1;2;0;0;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;2;0;0;0;0;0;1;1;1;1;0;2;0;1;0;2;1;0;6;0;0;0;3;2;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;14;0;0;0;0;0;2;0;0;0
"2018-12-03";4;9;6;16;16;11;11;3;6;2;0;0;0;30;54;10;5;3;0;0;0;0;3;1;0;3;0;0;0;0;0;0;0;0;3;1;3;0;1;0;2;2;14;0;4;3;0;0;0;0;15;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0;1;0;7;0;0;0;3;1;1;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;26;1;0;0;0;0;3;0;0;0
