"date";age_10;age_15;age_20;age_25;age_30;age_35;age_40;age_45;age_50;age_55;age_60;age_65;age_70;male;female;bc_100000003275;bc_100000003282;bc_100000003299;bc_100000003305;bc_100000003312;bc_100000003329;bc_100000003336;bc_100000003343;bc_100000003350;bc_100000003367;bc_100000003374;bc_100000003381;bc_100000003398;bc_100000003404;bc_100000003411;bc_100000003428;bc_100000003435;bc_100000003459;bc_100000003466;bc_100000003473;bc_100000003480;bc_100000003497;bc_100000003503;bc_100000003510;bc_100000003527;bc_100000003534;bc_100000003541;bc_100000003558;bc_100000003565;bc_100000003572;bc_100000003589;bc_100000003596;bc_100000003602;bc_100000003619;bc_100000003626;bc_100000003633;bc_100000003640;bc_100000003664;bc_100000003671;bc_100000003725;bc_100000003732;bc_100000003756;bc_100000003763;bc_100000003770;bc_100000003787;bc_100000003800;bc_100000003817;bc_100000003824;bc_100000003862;bc_100000003978;bc_100000003985;bc_100000003992;bc_100000004005;bc_100000004012;bc_100000004029;bc_100000004050;bc_100000004067;bc_100000004074;bc_100000004081;bc_100000004098;bc_100000004104;bc_100000004111;bc_100000004128;bc_100000004135;bc_100000004142;bc_100000004159;bc_100000004166;bc_100000004173;bc_100000004180;bc_100000004197;bc_100000004203;bc_100000004210;bc_100000004227;bc_100000004234;bc_100000004258;bc_100000004265;bc_100000004272;bc_100000004289;bc_100000004296;bc_100000004302;bc_100000004319;bc_100000004326;bc_100000004333;bc_100000004340;bc_100000004357;bc_100000004364;bc_100000004371;bc_100000004388;bc_100000004395;bc_100000004401;bc_100000004425;bc_100000004432;bc_100000004449;bc_100000004456;bc_100000004470;bc_100000004487;bc_100000004494;bc_100000004616;bc_100000004623;bc_100000004630;bc_100000004647;bc_100000004654;bc_100000004661;bc_100000004678;bc_100000004685;bc_100000004692;bc_100000004708;bc_100000004715;bc_100000004722;bc_100000004739;bc_100000004753;bc_100000004760;bc_100000004777;bc_100000004784;bc_100000004791;bc_100000004807;bc_100000004814;bc_100000004821;bc_100000004838;bc_100000004845;bc_100000004869;bc_100000004876;bc_100000004883;bc_100000004890;bc_100000004906;bc_100000004913;bc_100000004937;bc_100000004944;bc_100000004951;bc_100000004968;bc_100000004975;bc_100000004982;bc_100000004999;bc_100000005002;bc_100000005019;bc_100000005026;bc_100000005040;bc_100000005057;bc_100000005064;bc_100000005071;bc_100000005095;bc_100000005101;bc_100000005118;bc_100000005125;bc_100000005132;bc_100000005149;bc_100000005156;bc_100000005163;bc_100000005170;bc_100000005187;bc_100000005194;bc_100000005200;bc_100000005248;bc_100000005323;bc_100000005347;bc_100000005354;bc_100000005361;bc_100000005378;bc_100000005385;bc_100000005392;bc_100000005415;bc_100000005422;bc_100000005446;bc_100000005453;bc_100000005460;bc_100000005477;bc_100000005514;bc_1235;bc_1236;bc_1238;bc_1239;bc_1240;bc_1241;bc_1243;bc_1244;bc_1245;bc_1246;bc_1247;bc_1248;bc_1249;bc_1254;bc_1260
"2018-12-04";0;2;1;8;9;7;3;0;1;0;0;0;0;6;25;7;9;8;9;1;2;0;2;1;0;2;2;0;0;3;0;2;4;1;5;1;3;1;1;0;0;5;19;1;8;5;0;0;0;0;10;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;7;1;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;2;16;0;3;0;0;0;3;0;0;0
"2018-12-05";2;9;8;28;36;22;12;5;2;0;0;0;0;54;70;7;12;8;5;1;2;2;1;1;2;0;2;1;0;4;0;4;6;0;2;1;6;1;5;0;1;5;18;3;9;2;1;0;0;0;13;0;6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;8;21;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;1;5;2;0;0;2;1;12;3;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;37;1;0;1;0;0;4;1;0;0
"2018-12-06";27;3;3;6;25;7;1;0;0;0;0;0;0;44;28;1;1;1;0;0;0;0;0;3;2;1;0;0;0;2;1;0;0;1;1;0;1;0;0;0;0;0;2;1;0;2;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;5;1;0;0;4;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;1;3;0;0;0;0;0;0;0;0;0
"2018-12-07";19;4;5;14;21;16;6;3;2;1;0;0;0;48;43;7;12;6;3;1;3;0;2;2;0;0;0;0;0;4;1;0;2;5;4;0;1;1;8;1;2;4;4;0;10;3;0;0;0;0;11;0;3;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;5;10;9;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;1;4;6;0;0;0;1;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;1;20;0;0;1;0;0;2;0;0;0
"2018-12-08";47;3;3;8;4;6;8;6;4;1;1;0;0;62;29;3;4;3;1;0;1;0;1;0;0;3;0;1;0;4;2;0;1;4;1;0;6;3;0;0;0;0;4;1;3;4;0;0;0;0;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;4;6;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;6;0;1;0;1;0;1;0;0;0
"2018-12-10";34;4;7;6;25;20;12;6;2;1;1;2;0;56;64;5;5;3;2;0;0;0;1;0;0;2;0;0;0;1;0;0;2;1;0;0;3;1;2;0;0;0;10;0;2;1;0;0;0;0;12;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;16;15;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;0;1;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;22;1;0;0;0;0;3;0;0;0
"2018-12-12";1;0;0;0;1;0;1;0;0;0;0;0;0;0;3;8;17;14;5;2;2;0;1;1;0;1;2;0;0;11;0;0;4;2;3;4;7;7;1;0;0;5;17;1;10;14;0;0;0;0;18;0;6;0;2;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;3;0;0;0;0;0;2;0;0;2;0;0;2;0;0;0;0;0;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;17;8;0;0;1;0;0;0;0;0;0;0;1;1;0;0;2;3;0;2;0;1;1;7;2;0;0;0;1;6;3;0;0;0;0;0;1;0;0;0;2;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;4;1;30;0;0;2;0;0;4;0;0;0
"2018-12-13";3;4;10;11;18;13;12;6;1;0;0;0;0;28;50;6;6;10;3;0;0;0;1;5;0;0;0;0;0;0;0;1;2;1;6;1;4;2;2;0;0;1;9;1;7;6;0;0;0;0;6;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;17;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;0;0;0;0;1;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9;2;29;0;0;0;0;0;2;0;0;0
"2018-12-14";2;1;1;7;20;19;15;12;4;3;1;0;0;19;66;5;5;8;7;0;1;0;0;1;0;0;1;1;0;1;0;3;0;0;0;1;9;1;3;0;0;2;11;1;1;4;0;0;0;0;9;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;7;21;16;0;0;3;0;0;0;0;0;1;0;0;1;0;1;0;0;0;4;0;1;0;9;0;0;0;1;0;4;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;22;1;0;0;0;1;2;0;0;0
"2018-12-15";7;4;14;23;16;10;2;3;3;0;1;0;0;36;47;5;5;4;1;3;0;0;0;0;0;2;2;2;0;3;0;5;3;2;1;2;4;3;0;1;1;0;8;0;2;4;0;0;0;0;7;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;6;7;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;5;0;2;0;4;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;2;5;0;0;0;0;0;0;0;0;0
"2018-12-17";0;1;3;4;18;15;9;9;4;1;0;0;0;22;42;9;8;7;3;0;1;0;2;0;0;5;0;0;0;4;0;4;1;1;1;3;3;2;1;0;1;2;18;1;3;4;0;0;0;0;17;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;20;18;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;2;0;0;2;8;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;9;1;34;1;0;0;2;1;3;0;0;0
"2018-12-18";2;5;13;17;24;17;7;5;2;2;3;1;0;37;61;13;6;6;0;0;1;2;1;0;0;0;0;2;0;7;0;6;3;1;1;1;5;3;2;0;0;1;15;0;3;4;0;0;0;0;15;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;5;18;15;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;1;0;0;0;0;2;1;0;0;0;2;0;0;0;0;0;4;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;4;21;2;1;1;0;0;3;0;0;0
"2018-12-19";0;2;1;9;18;21;9;3;2;0;0;0;0;27;38;1;5;5;1;2;0;1;0;0;0;2;0;0;0;2;1;5;2;1;1;0;5;0;1;0;0;2;4;3;1;1;0;0;0;0;9;0;3;0;0;0;2;0;0;0;1;1;0;0;0;2;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;21;15;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;6;0;1;0;4;1;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;1;27;0;1;0;0;0;3;0;0;0
"2018-12-20";2;3;11;36;31;17;17;8;4;1;1;1;0;73;59;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;15;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;15;0;0;0;0;0;1;0;0;0
"2018-12-21";0;2;13;12;25;15;17;7;2;1;0;1;0;44;51;5;9;7;2;1;2;1;0;0;0;1;0;0;0;1;0;1;1;3;1;0;3;2;2;5;0;1;12;2;5;8;0;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;18;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;1;1;5;1;0;0;0;1;3;0;0;0;0;1;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;3;30;0;3;1;1;0;1;0;0;0
"2018-12-22";0;1;4;5;10;6;2;1;0;0;0;0;0;13;16;2;2;0;1;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;2;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;3;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;13;1;0;1;0;0;0;0;0;0
"2018-12-24";0;3;3;7;2;11;4;6;0;2;1;1;0;18;22;3;2;0;2;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;5;0;1;0;1;1;4;1;3;3;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;1;0;0;0;0
"2018-12-26";3;0;4;8;9;11;5;8;6;3;2;1;0;16;44;3;2;3;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;2;0;0;3;5;0;0;0;0;5;0;4;4;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;12;11;0;0;1;0;0;1;0;0;1;0;1;2;0;0;0;1;0;1;0;0;0;3;2;0;0;1;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;19;0;0;1;1;0;1;0;0;0
"2018-12-27";2;3;12;12;15;18;9;4;4;2;3;0;0;34;50;2;12;6;4;1;0;0;1;1;0;0;0;0;0;0;0;4;1;2;0;0;6;4;1;0;1;1;7;3;5;1;0;0;0;0;9;0;5;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;7;8;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;3;3;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;7;1;21;1;0;0;0;0;1;1;0;0
"2018-12-28";1;3;7;7;10;19;7;4;0;3;1;1;0;29;34;3;3;1;1;1;0;0;0;1;0;0;0;0;0;1;0;2;1;1;1;0;1;0;3;0;0;1;6;0;1;0;0;0;0;0;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;4;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;22;0;1;0;1;1;2;0;0;0
"2018-12-29";4;2;3;9;5;3;1;0;0;0;0;1;0;9;19;6;8;2;1;0;1;0;4;2;0;0;0;0;0;4;0;3;0;1;0;0;4;1;11;0;2;0;2;0;7;1;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;4;0;0;0;0;2;0;0;0;1;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;1;0;0;0
"2018-12-31";1;2;4;6;7;6;6;4;3;0;0;0;0;18;21;3;8;1;2;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;3;1;1;1;0;0;0;2;5;0;1;3;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;6;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
"2019-01-02";2;5;4;15;19;10;8;2;2;0;0;0;0;36;31;2;3;1;4;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;0;0;0;0;2;4;0;1;0;0;0;0;0;7;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;4;0;1;1;5;2;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;22;0;0;1;0;0;0;0;0;0
"2019-01-03";2;6;9;11;13;16;13;5;3;2;1;0;0;22;59;9;7;5;3;1;2;0;0;0;0;0;2;0;0;2;0;5;0;1;0;3;3;2;4;0;1;2;13;0;2;4;0;0;0;0;8;0;4;0;0;2;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11;6;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;2;0;0;2;4;0;0;0;0;1;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;1;16;0;1;0;1;0;0;0;0;0
"2019-01-04";0;2;5;12;20;20;11;3;4;1;0;0;0;28;50;9;9;4;2;1;0;0;1;0;0;0;0;0;0;0;1;0;2;1;3;0;5;5;2;0;0;4;3;0;9;1;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;4;1;5;1;1;0;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;17;1;0;0;0;0;1;1;0;0
"2019-01-05";1;0;4;6;9;12;7;5;0;3;1;0;0;18;30;1;2;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;1;0;0;1;0;0;0;1;1;0;2;1;0;5;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0
"2019-01-08";0;1;3;6;20;12;12;9;7;2;0;0;0;20;52;17;4;4;1;3;0;1;0;0;1;0;0;0;0;0;1;1;2;0;0;1;4;3;2;0;0;1;15;1;6;4;0;0;0;0;6;0;1;0;0;1;0;1;0;0;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;3;0;0;0;0;0;5;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;20;0;0;0;0;0;0;0;0;0
"2019-01-09";0;1;5;13;23;11;8;5;3;1;0;1;0;31;40;6;10;8;4;1;2;1;1;0;0;1;1;0;0;4;0;1;1;1;2;3;9;1;1;0;0;1;11;1;4;1;0;0;0;0;13;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;2;25;2;1;0;0;0;1;0;0;0
"2019-01-10";2;2;3;12;16;23;19;8;3;2;0;0;0;36;54;9;16;3;0;1;0;0;1;0;0;0;0;0;0;3;0;3;1;0;3;3;4;5;5;0;0;1;6;4;8;5;0;0;0;0;3;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;5;20;5;0;0;4;0;0;0;0;0;0;0;1;1;0;0;2;0;1;3;0;1;0;3;0;4;0;1;0;4;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;4;31;0;1;1;0;2;3;0;0;0
"2019-01-11";1;2;4;10;22;13;12;5;7;1;0;0;0;36;41;4;7;4;4;3;3;1;1;3;0;0;0;0;0;5;0;4;0;1;1;3;2;0;5;2;1;3;9;0;5;3;0;0;0;0;9;0;6;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;16;14;0;0;2;0;0;0;0;1;0;2;2;0;0;0;1;0;1;8;0;1;0;7;1;0;0;1;1;4;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;34;1;0;2;3;0;5;2;0;0
"2019-01-12";0;1;9;14;22;15;12;8;3;2;0;0;0;39;47;7;8;6;4;1;0;0;1;2;0;4;0;0;0;4;1;3;2;2;1;0;9;3;5;0;1;1;6;0;9;10;0;0;0;0;4;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;5;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;0;0;4;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;17;0;2;0;0;2;1;2;0;0
